Mod:Item:MetaData, Localized Name
mekanism:PlasticFence:13, §dMagenta Plastic Barrier
mekanism:PlasticFence:14, §6Orange Plastic Barrier
mekanism:PlasticFence:15, §fWhite Plastic Barrier
mekanism:SaltBlock, Salt Block
mekanismgenerators:Generator:0, Heat Generator
mekanismgenerators:Generator:1, Solar Generator
mekanismgenerators:Generator:3, Gas-Burning Generator
mekanismgenerators:Generator:4, Bio-Generator
mekanismgenerators:Generator:5, Advanced Solar Generator
mekanismgenerators:Generator:6, Wind Generator
mekanismgenerators:Generator:7, Turbine Rotor
mekanismgenerators:Generator:8, Rotational Complex
mekanismgenerators:Generator:9, Electromagnetic Coil
mekanismgenerators:Generator:10, Turbine Casing
mekanismgenerators:Generator:11, Turbine Valve
mekanismgenerators:Generator:12, Turbine Vent
mekanismgenerators:Generator:13, Saturating Condenser
mekanismgenerators:Reactor:0, Reactor Controller
mekanismgenerators:Reactor:1, Reactor Frame
mekanismgenerators:Reactor:3, Reactor Port
mekanismgenerators:Reactor:4, Reactor Logic Adapter
mekanismgenerators:ReactorGlass:0, Reactor Glass
mekanismgenerators:ReactorGlass:1, Laser Focus Matrix
mekanismgenerators:SolarPanel, Solar Panel
mekanismgenerators:Hohlraum, Hohlraum
mekanismgenerators:TurbineBlade, Turbine Blade
mobtotems:totem_wood, Totem Wood
mobtotems:sacred_light, Sacred Light
mobtotems:totemic_focus, item.mobtotems:totemic_focus.name
modernmetals:aluminum, Molten Aluminum
modernmetals:aluminumbrass, Molten Aluminum Brass
modernmetals:cadmium, Molten Cadmium
modernmetals:chromium, Molten Chromium
modernmetals:galvanizedsteel, Molten Galvanized Steel
modernmetals:iridium, Molten Iridium
modernmetals:magnesium, Molten Magnesium
modernmetals:manganese, Molten Manganese
modernmetals:nichrome, Molten Nichrome
modernmetals:osmium, Molten Osmium
modernmetals:plutonium, Molten Plutonium
modernmetals:rutile, Molten Rutile
modernmetals:stainlesssteel, Molten Stainless Steel
modernmetals:tantalum, Molten Tantalum
modernmetals:titanium, Molten Titanium
modernmetals:tungsten, Molten Tungsten
modernmetals:uranium, Molten Uranium
modernmetals:zirconium, Molten Zirconium
modernmetals:aluminum_block, Block of Aluminum
modernmetals:aluminum_plate, Aluminum Plate
modernmetals:aluminum_ore, Aluminum Ore
modernmetals:aluminum_bars, Aluminum Bars
modernmetals:aluminum_trapdoor, Aluminum Trapdoor
modernmetals:aluminum_button, Aluminum Button
modernmetals:aluminum_lever, Aluminum Lever
modernmetals:aluminum_pressure_plate, Aluminum Pressure Plate
modernmetals:aluminum_stairs, Aluminum Stairs
modernmetals:aluminum_wall, Aluminum Wall
modernmetals:aluminumbrass_block, Block of Aluminum Brass
modernmetals:aluminumbrass_plate, Aluminum Brass Plate
modernmetals:aluminumbrass_bars, Aluminum Brass Bars
modernmetals:aluminumbrass_trapdoor, Aluminum Brass Trapdoor
modernmetals:aluminumbrass_button, Aluminum Brass Button
modernmetals:aluminumbrass_lever, Aluminum Brass Lever
modernmetals:aluminumbrass_pressure_plate, Aluminum Brass Pressure Plate
modernmetals:aluminumbrass_stairs, Aluminum Brass Stairs
modernmetals:aluminumbrass_wall, Aluminum Brass Wall
modernmetals:cadmium_block, Block of Cadmium
modernmetals:cadmium_plate, Cadmium Plate
modernmetals:cadmium_ore, Cadmium Ore
modernmetals:cadmium_bars, Cadmium Bars
modernmetals:cadmium_trapdoor, Cadmium Trapdoor
modernmetals:cadmium_button, Cadmium Button
modernmetals:cadmium_lever, Cadmium Lever
modernmetals:cadmium_pressure_plate, Cadmium Pressure Plate
modernmetals:cadmium_stairs, Cadmium Stairs
modernmetals:cadmium_wall, Cadmium Wall
modernmetals:chromium_block, Block of Chromium
modernmetals:chromium_plate, Chromium Plate
modernmetals:chromium_ore, Chromium Ore
modernmetals:chromium_bars, Chromium Bars
modernmetals:chromium_trapdoor, Chromium Trapdoor
modernmetals:chromium_button, Chromium Button
modernmetals:chromium_lever, Chromium Lever
modernmetals:chromium_pressure_plate, Chromium Pressure Plate
modernmetals:chromium_stairs, Chromium Stairs
modernmetals:chromium_wall, Chromium Wall
modernmetals:galvanizedsteel_block, Block of Galvanized Steel
modernmetals:galvanizedsteel_plate, Galvanized Steel Plate
modernmetals:galvanizedsteel_bars, Galvanized Steel Bars
modernmetals:galvanizedsteel_trapdoor, Galvanized Steel Trapdoor
modernmetals:galvanizedsteel_button, Galvanized Steel Button
modernmetals:galvanizedsteel_lever, Galvanized Steel Lever
modernmetals:galvanizedsteel_pressure_plate, Galvanized Steel Pressure Plate
modernmetals:galvanizedsteel_stairs, Galvanized Steel Stairs
modernmetals:galvanizedsteel_wall, Galvanized Steel Wall
modernmetals:iridium_block, Block of Iridium
modernmetals:iridium_plate, Iridium Plate
modernmetals:iridium_ore, Iridium Ore
modernmetals:iridium_bars, Iridium Bars
modernmetals:iridium_trapdoor, Iridium Trapdoor
modernmetals:iridium_button, Iridium Button
modernmetals:iridium_lever, Iridium Lever
modernmetals:iridium_pressure_plate, Iridium Pressure Plate
modernmetals:iridium_stairs, Iridium Stairs
modernmetals:iridium_wall, Iridium Wall
modernmetals:magnesium_block, Block of Magnesium
modernmetals:magnesium_plate, Magnesium Plate
modernmetals:magnesium_ore, Magnesium Ore
modernmetals:magnesium_bars, Magnesium Bars
modernmetals:magnesium_trapdoor, Magnesium Trapdoor
modernmetals:magnesium_button, Magnesium Button
modernmetals:magnesium_lever, Magnesium Lever
modernmetals:magnesium_pressure_plate, Magnesium Pressure Plate
modernmetals:magnesium_stairs, Magnesium Stairs
modernmetals:magnesium_wall, Magnesium Wall
modernmetals:manganese_block, Block of Manganese
modernmetals:manganese_plate, Manganese Plate
modernmetals:manganese_ore, Manganese Ore
modernmetals:manganese_bars, Manganese Bars
modernmetals:manganese_trapdoor, Manganese Trapdoor
modernmetals:manganese_button, Manganese Button
modernmetals:manganese_lever, Manganese Lever
modernmetals:manganese_pressure_plate, Manganese Pressure Plate
modernmetals:manganese_stairs, Manganese Stairs
modernmetals:manganese_wall, Manganese Wall
modernmetals:nichrome_block, Block of Nichrome
modernmetals:nichrome_plate, Nichrome Plate
modernmetals:nichrome_bars, Nichrome Bars
modernmetals:nichrome_trapdoor, Nichrome Trapdoor
modernmetals:nichrome_button, Nichrome Button
modernmetals:nichrome_lever, Nichrome Lever
modernmetals:nichrome_pressure_plate, Nichrome Pressure Plate
modernmetals:nichrome_stairs, Nichrome Stairs
modernmetals:nichrome_wall, Nichrome Wall
modernmetals:osmium_block, Block of Osmium
modernmetals:osmium_plate, Osmium Plate
modernmetals:osmium_ore, Osmium Ore
modernmetals:osmium_bars, Osmium Bars
modernmetals:osmium_trapdoor, Osmium Trapdoor
modernmetals:osmium_button, Osmium Button
modernmetals:osmium_lever, Osmium Lever
modernmetals:osmium_pressure_plate, Osmium Pressure Plate
modernmetals:osmium_stairs, Osmium Stairs
modernmetals:osmium_wall, Osmium Wall
modernmetals:plutonium_block, Block of Plutonium
modernmetals:plutonium_plate, Plutonium Plate
modernmetals:plutonium_ore, Plutonium Ore
modernmetals:plutonium_bars, Plutonium Bars
modernmetals:plutonium_trapdoor, Plutonium Trapdoor
modernmetals:plutonium_button, Plutonium Button
modernmetals:plutonium_lever, Plutonium Lever
modernmetals:plutonium_pressure_plate, Plutonium Pressure Plate
modernmetals:plutonium_stairs, Plutonium Stairs
modernmetals:plutonium_wall, Plutonium Wall
modernmetals:rutile_block, Block of Rutile
modernmetals:rutile_plate, Rutile Plate
modernmetals:rutile_ore, Rutile Ore
modernmetals:rutile_bars, Rutile Bars
modernmetals:rutile_trapdoor, Rutile Trapdoor
modernmetals:rutile_button, Rutile Button
modernmetals:rutile_lever, Rutile Lever
modernmetals:rutile_pressure_plate, Rutile Pressure Plate
modernmetals:rutile_stairs, Rutile Stairs
modernmetals:rutile_wall, Rutile Wall
modernmetals:stainlesssteel_block, Block of Stainless Steel
modernmetals:stainlesssteel_plate, Stainless Steel Plate
modernmetals:stainlesssteel_bars, Stainless Steel Bars
modernmetals:stainlesssteel_trapdoor, Stainless Steel Trapdoor
modernmetals:stainlesssteel_button, Stainless Steel Button
modernmetals:stainlesssteel_lever, Stainless Steel Lever
modernmetals:stainlesssteel_pressure_plate, Stainless Steel Pressure Plate
modernmetals:stainlesssteel_stairs, Stainless Steel Stairs
modernmetals:stainlesssteel_wall, Stainless Steel Wall
modernmetals:tantalum_block, Block of Tantalum
modernmetals:tantalum_plate, Tantalum Plate
modernmetals:tantalum_ore, Tantalum Ore
modernmetals:tantalum_bars, Tantalum Bars
modernmetals:tantalum_trapdoor, Tantalum Trapdoor
modernmetals:tantalum_button, Tantalum Button
modernmetals:tantalum_lever, Tantalum Lever
modernmetals:tantalum_pressure_plate, Tantalum Pressure Plate
modernmetals:tantalum_stairs, Tantalum Stairs
modernmetals:tantalum_wall, Tantalum Wall
modernmetals:titanium_block, Block of Titanium
modernmetals:titanium_plate, Titanium Plate
modernmetals:titanium_ore, Titanium Ore
modernmetals:titanium_bars, Titanium Bars
modernmetals:titanium_trapdoor, Titanium Trapdoor
modernmetals:titanium_button, Titanium Button
modernmetals:titanium_lever, Titanium Lever
modernmetals:titanium_pressure_plate, Titanium Pressure Plate
modernmetals:titanium_stairs, Titanium Stairs
modernmetals:titanium_wall, Titanium Wall
modernmetals:tungsten_block, Block of Tungsten
modernmetals:tungsten_plate, Tungsten Plate
modernmetals:tungsten_ore, Tungsten Ore
modernmetals:tungsten_bars, Tungsten Bars
modernmetals:tungsten_trapdoor, Tungsten Trapdoor
modernmetals:tungsten_button, Tungsten Button
modernmetals:tungsten_lever, Tungsten Lever
modernmetals:tungsten_pressure_plate, Tungsten Pressure Plate
modernmetals:tungsten_stairs, Tungsten Stairs
modernmetals:tungsten_wall, Tungsten Wall
modernmetals:uranium_block, Block of Uranium
modernmetals:uranium_plate, Uranium Plate
modernmetals:uranium_ore, Uranium Ore
modernmetals:uranium_bars, Uranium Bars
modernmetals:uranium_trapdoor, Uranium Trapdoor
modernmetals:uranium_button, Uranium Button
modernmetals:uranium_lever, Uranium Lever
modernmetals:uranium_pressure_plate, Uranium Pressure Plate
modernmetals:uranium_stairs, Uranium Stairs
modernmetals:uranium_wall, Uranium Wall
modernmetals:zirconium_block, Block of Zirconium
modernmetals:zirconium_plate, Zirconium Plate
modernmetals:zirconium_ore, Zirconium Ore
modernmetals:zirconium_bars, Zirconium Bars
modernmetals:zirconium_trapdoor, Zirconium Trapdoor
modernmetals:zirconium_button, Zirconium Button
modernmetals:zirconium_lever, Zirconium Lever
modernmetals:zirconium_pressure_plate, Zirconium Pressure Plate
modernmetals:zirconium_stairs, Zirconium Stairs
modernmetals:zirconium_wall, Zirconium Wall
modernmetals:aluminum_arrow, Aluminum Arrow
modernmetals:aluminum_axe, Aluminum Axe
modernmetals:aluminum_bolt, Aluminum Bolt
modernmetals:aluminum_boots, Aluminum Boots
modernmetals:aluminum_bow, Aluminum Bow
modernmetals:aluminum_chestplate, Aluminum Chestplate
modernmetals:aluminum_crackhammer, Aluminum Crack Hammer
modernmetals:aluminum_crossbow, Aluminum Crossbow
modernmetals:aluminum_door, Aluminum Door
modernmetals:aluminum_fishing_rod, Aluminum Fishing Rod
modernmetals:aluminum_helmet, Aluminum Helmet
modernmetals:aluminum_hoe, Aluminum Hoe
modernmetals:aluminum_horsearmor, Aluminum Horse Armor
modernmetals:aluminum_ingot, Aluminum Ingot
modernmetals:aluminum_leggings, Aluminum Leg Armor
modernmetals:aluminum_nugget, Aluminum Nugget
modernmetals:aluminum_pickaxe, Aluminum Pickaxe
modernmetals:aluminum_powder, Powdered Aluminum
modernmetals:aluminum_shears, Aluminum Shears
modernmetals:aluminum_shield, Aluminum Shield
modernmetals:aluminum_shovel, Aluminum Shovel
modernmetals:aluminum_slab:0, Aluminum Slab
modernmetals:aluminum_smallpowder, Small Pile of Powdered Aluminum
modernmetals:aluminum_sword, Aluminum Sword
modernmetals:aluminum_rod, Aluminum Rod
modernmetals:aluminum_gear, Aluminum Gear
modernmetals:aluminum_casing, item.modernmetals.aluminum_casing.name
modernmetals:aluminum_dense_plate, Dense Aluminum Plate
modernmetals:aluminum_crystal, Aluminum Crystal
modernmetals:aluminum_shard, Aluminum Shard
modernmetals:aluminum_clump, Aluminum Clump
modernmetals:aluminum_powder_dirty, Dirty Aluminum Dust
modernmetals:aluminum_crushed, Crushed Aluminum Ore
modernmetals:aluminum_crushed_purified, Purified Crushed Aluminum Ore
modernmetals:aluminumbrass_arrow, Aluminum Brass Arrow
modernmetals:aluminumbrass_axe, Aluminum Brass Axe
modernmetals:aluminumbrass_blend, Aluminum Brass Blend
modernmetals:aluminumbrass_bolt, Aluminum Brass Bolt
modernmetals:aluminumbrass_boots, Aluminum Brass Boots
modernmetals:aluminumbrass_bow, Aluminum Brass Bow
modernmetals:aluminumbrass_chestplate, Aluminum Brass Chestplate
modernmetals:aluminumbrass_crackhammer, Aluminum Brass Crack Hammer
modernmetals:aluminumbrass_crossbow, Aluminum Brass Crossbow
modernmetals:aluminumbrass_door, Aluminum Brass Door
modernmetals:aluminumbrass_fishing_rod, Aluminum Brass Fishing Rod
modernmetals:aluminumbrass_helmet, Aluminum Brass Helmet
modernmetals:aluminumbrass_hoe, Aluminum Brass Hoe
modernmetals:aluminumbrass_horsearmor, Aluminum Brass Horse Armor
modernmetals:aluminumbrass_ingot, Aluminum Brass Ingot
modernmetals:aluminumbrass_leggings, Aluminum Brass Leg Armor
modernmetals:aluminumbrass_nugget, Aluminum Brass Nugget
modernmetals:aluminumbrass_pickaxe, Aluminum Brass Pickaxe
modernmetals:aluminumbrass_powder, Powdered Aluminum Brass
modernmetals:aluminumbrass_shears, Aluminum Brass Shears
modernmetals:aluminumbrass_shield, Aluminum Brass Shield
modernmetals:aluminumbrass_shovel, Aluminum Brass Shovel
modernmetals:aluminumbrass_slab:0, Aluminum Brass Slab
modernmetals:aluminumbrass_smallblend, Small Pile of Aluminum Brass Blend
modernmetals:aluminumbrass_smallpowder, Small Pile of Powdered Aluminum Brass
modernmetals:aluminumbrass_sword, Aluminum Brass Sword
modernmetals:aluminumbrass_rod, Aluminum Brass Rod
modernmetals:aluminumbrass_gear, Aluminum Brass Gear
modernmetals:cadmium_arrow, Cadmium Arrow
modernmetals:cadmium_axe, Cadmium Axe
modernmetals:cadmium_bolt, Cadmium Bolt
modernmetals:cadmium_boots, Cadmium Boots
modernmetals:cadmium_bow, Cadmium Bow
modernmetals:cadmium_chestplate, Cadmium Chestplate
modernmetals:cadmium_crackhammer, Cadmium Crack Hammer
modernmetals:cadmium_crossbow, Cadmium Crossbow
modernmetals:cadmium_door, Cadmium Door
modernmetals:cadmium_fishing_rod, Cadmium Fishing Rod
modernmetals:cadmium_helmet, Cadmium Helmet
modernmetals:cadmium_hoe, Cadmium Hoe
modernmetals:cadmium_horsearmor, Cadmium Horse Armor
modernmetals:cadmium_ingot, Cadmium Ingot
modernmetals:cadmium_leggings, Cadmium Leg Armor
modernmetals:cadmium_nugget, Cadmium Nugget
modernmetals:cadmium_pickaxe, Cadmium Pickaxe
modernmetals:cadmium_powder, Powdered Cadmium
modernmetals:cadmium_shears, Cadmium Shears
modernmetals:cadmium_shield, Cadmium Shield
modernmetals:cadmium_shovel, Cadmium Shovel
modernmetals:cadmium_slab:0, Cadmium Slab
modernmetals:cadmium_smallpowder, Small Pile of Powdered Cadmium
modernmetals:cadmium_sword, Cadmium Sword
modernmetals:cadmium_rod, Cadmium Rod
modernmetals:cadmium_gear, Cadmium Gear
modernmetals:cadmium_casing, item.modernmetals.cadmium_casing.name
modernmetals:cadmium_dense_plate, Dense Cadmium Plate
modernmetals:cadmium_crystal, Cadmium Crystal
modernmetals:cadmium_shard, Cadmium Shard
modernmetals:cadmium_clump, Cadmium Clump
modernmetals:cadmium_powder_dirty, Dirty Cadmium Dust
modernmetals:cadmium_crushed, Crushed Cadmium Ore
modernmetals:cadmium_crushed_purified, Purified Crushed Cadmium Ore
modernmetals:chromium_arrow, Chromium Arrow
modernmetals:chromium_axe, Chromium Axe
modernmetals:chromium_bolt, Chromium Bolt
modernmetals:chromium_boots, Chromium Boots
modernmetals:chromium_bow, Chromium Bow
modernmetals:chromium_chestplate, Chromium Chestplate
modernmetals:chromium_crackhammer, Chromium Crack Hammer
modernmetals:chromium_crossbow, Chromium Crossbow
modernmetals:chromium_door, Chromium Door
modernmetals:chromium_fishing_rod, Chromium Fishing Rod
modernmetals:chromium_helmet, Chromium Helmet
modernmetals:chromium_hoe, Chromium Hoe
modernmetals:chromium_horsearmor, Chromium Horse Armor
modernmetals:chromium_ingot, Chromium Ingot
modernmetals:chromium_leggings, Chromium Leg Armor
modernmetals:chromium_nugget, Chromium Nugget
modernmetals:chromium_pickaxe, Chromium Pickaxe
modernmetals:chromium_powder, Powdered Chromium
modernmetals:chromium_shears, Chromium Shears
modernmetals:chromium_shield, Chromium Shield
modernmetals:chromium_shovel, Chromium Shovel
modernmetals:chromium_slab:0, Chromium Slab
modernmetals:chromium_smallpowder, Small Pile of Powdered Chromium
modernmetals:chromium_sword, Chromium Sword
modernmetals:chromium_rod, Chromium Rod
modernmetals:chromium_gear, Chromium Gear
modernmetals:chromium_casing, item.modernmetals.chromium_casing.name
modernmetals:chromium_dense_plate, Dense Chromium Plate
modernmetals:chromium_crystal, Chromium Crystal
modernmetals:chromium_shard, Chromium Shard
modernmetals:chromium_clump, Chromium Clump
modernmetals:chromium_powder_dirty, Dirty Chromium Dust
modernmetals:chromium_crushed, Crushed Chromium Ore
modernmetals:chromium_crushed_purified, Purified Crushed Chromium Ore
modernmetals:galvanizedsteel_arrow, Galvanized Steel Arrow
modernmetals:galvanizedsteel_axe, Galvanized Steel Axe
modernmetals:galvanizedsteel_blend, Galvanized Steel Blend
modernmetals:galvanizedsteel_bolt, Galvanized Steel Bolt
modernmetals:galvanizedsteel_boots, Galvanized Steel Boots
modernmetals:galvanizedsteel_bow, Galvanized Steel Bow
modernmetals:galvanizedsteel_chestplate, Galvanized Steel Chestplate
modernmetals:galvanizedsteel_crackhammer, Galvanized Steel Crack Hammer
modernmetals:galvanizedsteel_crossbow, Galvanized Steel Crossbow
modernmetals:galvanizedsteel_door, Galvanized Steel Door
modernmetals:galvanizedsteel_fishing_rod, Galvanized Steel Fishing Rod
modernmetals:galvanizedsteel_helmet, Galvanized Steel Helmet
modernmetals:galvanizedsteel_hoe, Galvanized Steel Hoe
modernmetals:galvanizedsteel_horsearmor, Galvanized Steel Horse Armor
modernmetals:galvanizedsteel_ingot, Galvanized Steel Ingot
modernmetals:galvanizedsteel_leggings, Galvanized Steel Leg Armor
modernmetals:galvanizedsteel_nugget, Galvanized Steel Nugget
modernmetals:galvanizedsteel_pickaxe, Galvanized Steel Pickaxe
modernmetals:galvanizedsteel_powder, Powdered Galvanized Steel
modernmetals:galvanizedsteel_shears, Galvanized Steel Shears
modernmetals:galvanizedsteel_shield, Galvanized Steel Shield
modernmetals:galvanizedsteel_shovel, Galvanized Steel Shovel
modernmetals:galvanizedsteel_slab:0, Galvanized Steel Slab
modernmetals:galvanizedsteel_smallblend, Small Pile of Galvanized Steel Blend
modernmetals:galvanizedsteel_smallpowder, Small Pile of Powdered Galvanized Steel
modernmetals:galvanizedsteel_sword, Galvanized Steel Sword
modernmetals:galvanizedsteel_rod, Galvanized Steel Rod
modernmetals:galvanizedsteel_gear, Galvanized Steel Gear
modernmetals:iridium_arrow, Iridium Arrow
modernmetals:iridium_axe, Iridium Axe
modernmetals:iridium_bolt, Iridium Bolt
modernmetals:iridium_boots, Iridium Boots
modernmetals:iridium_bow, Iridium Bow
modernmetals:iridium_chestplate, Iridium Chestplate
modernmetals:iridium_crackhammer, Iridium Crack Hammer
modernmetals:iridium_crossbow, Iridium Crossbow
modernmetals:iridium_door, Iridium Door
modernmetals:iridium_fishing_rod, Iridium Fishing Rod
modernmetals:iridium_helmet, Iridium Helmet
modernmetals:iridium_hoe, Iridium Hoe
modernmetals:iridium_horsearmor, Iridium Horse Armor
modernmetals:iridium_ingot, Iridium Ingot
modernmetals:iridium_leggings, Iridium Leg Armor
modernmetals:iridium_nugget, Iridium Nugget
modernmetals:iridium_pickaxe, Iridium Pickaxe
modernmetals:iridium_powder, Powdered Iridium
modernmetals:iridium_shears, Iridium Shears
modernmetals:iridium_shield, Iridium Shield
modernmetals:iridium_shovel, Iridium Shovel
modernmetals:iridium_slab:0, Iridium Slab
modernmetals:iridium_smallpowder, Small Pile of Powdered Iridium
modernmetals:iridium_sword, Iridium Sword
modernmetals:iridium_rod, Iridium Rod
modernmetals:iridium_gear, Iridium Gear
modernmetals:iridium_casing, item.modernmetals.iridium_casing.name
modernmetals:iridium_dense_plate, Dense Iridium Plate
modernmetals:iridium_crystal, Iridium Crystal
modernmetals:iridium_shard, Iridium Shard
modernmetals:iridium_clump, Iridium Clump
modernmetals:iridium_powder_dirty, Dirty Iridium Dust
modernmetals:iridium_crushed, Crushed Iridium Ore
modernmetals:iridium_crushed_purified, Purified Crushed Iridium Ore
modernmetals:magnesium_arrow, Magnesium Arrow
modernmetals:magnesium_axe, Magnesium Axe
modernmetals:magnesium_bolt, Magnesium Bolt
modernmetals:magnesium_boots, Magnesium Boots
modernmetals:magnesium_bow, Magnesium Bow
modernmetals:magnesium_chestplate, Magnesium Chestplate
modernmetals:magnesium_crackhammer, Magnesium Crack Hammer
modernmetals:magnesium_crossbow, Magnesium Crossbow
modernmetals:magnesium_door, Magnesium Door
modernmetals:magnesium_fishing_rod, Magnesium Fishing Rod
modernmetals:magnesium_helmet, Magnesium Helmet
modernmetals:magnesium_hoe, Magnesium Hoe
modernmetals:magnesium_horsearmor, Magnesium Horse Armor
modernmetals:magnesium_ingot, Magnesium Ingot
modernmetals:magnesium_leggings, Magnesium Leg Armor
modernmetals:magnesium_nugget, Magnesium Nugget
modernmetals:magnesium_pickaxe, Magnesium Pickaxe
modernmetals:magnesium_powder, Powdered Magnesium
modernmetals:magnesium_shears, Magnesium Shears
modernmetals:magnesium_shield, Magnesium Shield
modernmetals:magnesium_shovel, Magnesium Shovel
modernmetals:magnesium_slab:0, Magnesium Slab
modernmetals:magnesium_smallpowder, Small Pile of Powdered Magnesium
modernmetals:magnesium_sword, Magnesium Sword
modernmetals:magnesium_rod, Magnesium Rod
modernmetals:magnesium_gear, Magnesium Gear
modernmetals:magnesium_casing, item.modernmetals.magnesium_casing.name
modernmetals:magnesium_dense_plate, Dense Magnesium Plate
modernmetals:magnesium_crystal, Magnesium Crystal
modernmetals:magnesium_shard, Magnesium Shard
modernmetals:magnesium_clump, Magnesium Clump
modernmetals:magnesium_powder_dirty, Dirty Magnesium Dust
modernmetals:magnesium_crushed, Crushed Magnesium Ore
modernmetals:magnesium_crushed_purified, Purified Crushed Magnesium Ore
modernmetals:manganese_arrow, Manganese Arrow
modernmetals:manganese_axe, Manganese Axe
modernmetals:manganese_bolt, Manganese Bolt
modernmetals:manganese_boots, Manganese Boots
modernmetals:manganese_bow, Manganese Bow
modernmetals:manganese_chestplate, Manganese Chestplate
modernmetals:manganese_crackhammer, Manganese Crack Hammer
modernmetals:manganese_crossbow, Manganese Crossbow
modernmetals:manganese_door, Manganese Door
modernmetals:manganese_fishing_rod, Manganese Fishing Rod
modernmetals:manganese_helmet, Manganese Helmet
modernmetals:manganese_hoe, Manganese Hoe
modernmetals:manganese_horsearmor, Manganese Horse Armor
modernmetals:manganese_ingot, Manganese Ingot
modernmetals:manganese_leggings, Manganese Leg Armor
modernmetals:manganese_nugget, Manganese Nugget
modernmetals:manganese_pickaxe, Manganese Pickaxe
modernmetals:manganese_powder, Powdered Manganese
modernmetals:manganese_shears, Manganese Shears
modernmetals:manganese_shield, Manganese Shield
modernmetals:manganese_shovel, Manganese Shovel
modernmetals:manganese_slab:0, Manganese Slab
modernmetals:manganese_smallpowder, Small Pile of Powdered Manganese
modernmetals:manganese_sword, Manganese Sword
modernmetals:manganese_rod, Manganese Rod
modernmetals:manganese_gear, Manganese Gear
modernmetals:manganese_casing, item.modernmetals.manganese_casing.name
modernmetals:manganese_dense_plate, Dense Manganese Plate
modernmetals:manganese_crystal, Manganese Crystal
modernmetals:manganese_shard, Manganese Shard
modernmetals:manganese_clump, Manganese Clump
modernmetals:manganese_powder_dirty, Dirty Manganese Dust
modernmetals:manganese_crushed, Crushed Manganese Ore
modernmetals:manganese_crushed_purified, Purified Crushed Manganese Ore
modernmetals:nichrome_arrow, Nichrome Arrow
modernmetals:nichrome_axe, Nichrome Axe
modernmetals:nichrome_blend, Nichrome Blend
modernmetals:nichrome_bolt, Nichrome Bolt
modernmetals:nichrome_boots, Nichrome Boots
modernmetals:nichrome_bow, Nichrome Bow
modernmetals:nichrome_chestplate, Nichrome Chestplate
modernmetals:nichrome_crackhammer, Nichrome Crack Hammer
modernmetals:nichrome_crossbow, Nichrome Crossbow
modernmetals:nichrome_door, Nichrome Door
modernmetals:nichrome_fishing_rod, Nichrome Fishing Rod
modernmetals:nichrome_helmet, Nichrome Helmet
modernmetals:nichrome_hoe, Nichrome Hoe
modernmetals:nichrome_horsearmor, Nichrome Horse Armor
modernmetals:nichrome_ingot, Nichrome Ingot
modernmetals:nichrome_leggings, Nichrome Leg Armor
modernmetals:nichrome_nugget, Nichrome Nugget
modernmetals:nichrome_pickaxe, Nichrome Pickaxe
modernmetals:nichrome_powder, Powdered Nichrome
modernmetals:nichrome_shears, Nichrome Shears
modernmetals:nichrome_shield, Nichrome Shield
modernmetals:nichrome_shovel, Nichrome Shovel
modernmetals:nichrome_slab:0, Nichrome Slab
modernmetals:nichrome_smallblend, Small Pile of Nichrome Blend
modernmetals:nichrome_smallpowder, Small Pile of Powdered Nichrome
modernmetals:nichrome_sword, Nichrome Sword
modernmetals:nichrome_rod, Nichrome Rod
modernmetals:nichrome_gear, Nichrome Gear
modernmetals:osmium_arrow, Osmium Arrow
modernmetals:osmium_axe, Osmium Axe
modernmetals:osmium_bolt, Osmium Bolt
modernmetals:osmium_boots, Osmium Boots
modernmetals:osmium_bow, Osmium Bow
modernmetals:osmium_chestplate, Osmium Chestplate
modernmetals:osmium_crackhammer, Osmium Crack Hammer
modernmetals:osmium_crossbow, Osmium Crossbow
modernmetals:osmium_door, Osmium Door
modernmetals:osmium_fishing_rod, Osmium Fishing Rod
modernmetals:osmium_helmet, Osmium Helmet
modernmetals:osmium_hoe, Osmium Hoe
modernmetals:osmium_horsearmor, Osmium Horse Armor
modernmetals:osmium_ingot, Osmium Ingot
modernmetals:osmium_leggings, Osmium Leg Armor
modernmetals:osmium_nugget, Osmium Nugget
modernmetals:osmium_pickaxe, Osmium Pickaxe
modernmetals:osmium_powder, Powdered Osmium
modernmetals:osmium_shears, Osmium Shears
modernmetals:osmium_shield, Osmium Shield
modernmetals:osmium_shovel, Osmium Shovel
modernmetals:osmium_slab:0, Osmium Slab
modernmetals:osmium_smallpowder, Small Pile of Powdered Osmium
modernmetals:osmium_sword, Osmium Sword
modernmetals:osmium_rod, Osmium Rod
modernmetals:osmium_gear, Osmium Gear
modernmetals:osmium_crushed, Crushed Osmium Ore
modernmetals:osmium_crushed_purified, Purified Crushed Osmium Ore
modernmetals:plutonium_arrow, Plutonium Arrow
modernmetals:plutonium_axe, Plutonium Axe
modernmetals:plutonium_bolt, Plutonium Bolt
modernmetals:plutonium_boots, Plutonium Boots
modernmetals:plutonium_bow, Plutonium Bow
modernmetals:plutonium_chestplate, Plutonium Chestplate
modernmetals:plutonium_crackhammer, Plutonium Crack Hammer
modernmetals:plutonium_crossbow, Plutonium Crossbow
modernmetals:plutonium_door, Plutonium Door
modernmetals:plutonium_fishing_rod, Plutonium Fishing Rod
modernmetals:plutonium_helmet, Plutonium Helmet
modernmetals:plutonium_hoe, Plutonium Hoe
